Number,Year,Date,Source,Plant Height,Stem Diameter,Leaf Width,Leaf Length,NDVI,RVI,LNC,LNA,LAI,LDW,Photo Path,Sensor Path,label_3class,label_5class,label_treatment,insect,disease,growth_state,Air_Temperature,Relative_Humidity,Light_Intensity,CO2,Soil_Moisture,Soil_Temperature,split
R229,2024,20241013,2024,120.0,10.0,31.0,41.0,0.48,2.67,2.17,0.19,1.42,0.07,"images/114,217/1728800691_1728800001_7.jpg;images/114,217/1728807844_1728807190_7.jpg;images/114,217/1728865432_1728864781_7.jpg;images/114,217/1728872628_1728871988_7.jpg",../data.csv,Healthy,Healthy,2,No,No,A,18.734,62.9721,2.3362,514.3965,32.7015,17.7673,train
R2110,2024,20241013,2024,90.0,11.0,17.0,33.0,0.43,2.76,2.48,0.15,1.49,0.07,"images/2110,314/1728786102_1728785546_6.jpg;images/2110,314/1728800524_1728799959_6.jpg;images/2110,314/1728807680_1728807152_6.jpg;images/2110,314/1728865250_1728864745_6.jpg",../data.csv,Healthy,Healthy,2,No,No,A,18.734,62.9721,2.3362,514.3965,32.7015,17.7673,train
R2111,2024,20241013,2024,126.0,13.0,27.0,39.0,0.37,2.29,2.31,0.12,1.07,0.07,"images/2110,314/1728786102_1728785546_6.jpg;images/2110,314/1728800524_1728799959_6.jpg;images/2110,314/1728807680_1728807152_6.jpg;images/2110,314/1728865250_1728864745_6.jpg",../data.csv,Healthy,Healthy,2,No,No,A,18.734,62.9721,2.3362,514.3965,32.7015,17.7673,train
R2112,2024,20241013,2024,121.0,12.0,44.0,63.0,0.27,1.9,1.9,0.13,1.5,0.07,"images/2110,314/1728786102_1728785546_6.jpg;images/2110,314/1728800524_1728799959_6.jpg;images/2110,314/1728807680_1728807152_6.jpg;images/2110,314/1728865250_1728864745_6.jpg",../data.csv,Healthy,Healthy,2,No,No,A,18.734,62.9721,2.3362,514.3965,32.7015,17.7673,train
R2210,2024,20241013,2024,100.0,11.0,29.0,35.0,0.39,3.37,2.35,0.14,1.58,0.07,"images/2110,314/1728786102_1728785546_6.jpg;images/2110,314/1728800524_1728799959_6.jpg;images/2110,314/1728807680_1728807152_6.jpg;images/2110,314/1728865250_1728864745_6.jpg",../data.csv,Healthy,Healthy,2,No,No,A,18.734,62.9721,2.3362,514.3965,32.7015,17.7673,train
R2211,2024,20241013,2024,115.0,11.0,27.0,25.0,0.35,3.02,2.26,0.16,1.81,0.07,"images/2110,314/1728786102_1728785546_6.jpg;images/2110,314/1728800524_1728799959_6.jpg;images/2110,314/1728807680_1728807152_6.jpg;images/2110,314/1728865250_1728864745_6.jpg",../data.csv,Healthy,Healthy,2,No,No,A,18.734,62.9721,2.3362,514.3965,32.7015,17.7673,train
R2212,2024,20241013,2024,100.0,12.0,37.0,47.0,0.4,2.19,2.27,0.19,1.14,0.07,"images/2110,314/1728786102_1728785546_6.jpg;images/2110,314/1728800524_1728799959_6.jpg;images/2110,314/1728807680_1728807152_6.jpg;images/2110,314/1728865250_1728864745_6.jpg",../data.csv,Healthy,Healthy,2,No,No,A,18.734,62.9721,2.3362,514.3965,32.7015,17.7673,val
R314,2024,20241013,2024,119.0,13.0,31.0,39.0,0.31,1.91,2.53,0.14,1.67,0.07,"images/2110,314/1728786102_1728785546_6.jpg;images/2110,314/1728800524_1728799959_6.jpg;images/2110,314/1728807680_1728807152_6.jpg;images/2110,314/1728865250_1728864745_6.jpg",../data.csv,Healthy,Healthy,3,No,No,A,18.734,62.9721,2.3362,514.3965,32.7015,17.7673,val
R315,2024,20241013,2024,121.0,14.0,38.0,42.0,0.43,2.37,1.1,0.15,1.85,0.07,"images/2110,314/1728786102_1728785546_6.jpg;images/2110,314/1728800524_1728799959_6.jpg;images/2110,314/1728807680_1728807152_6.jpg;images/2110,314/1728865250_1728864745_6.jpg",../data.csv,Healthy,Healthy,3,No,No,A,18.734,62.9721,2.3362,514.3965,32.7015,17.7673,val
R316,2024,20241013,2024,108.0,11.0,34.0,41.0,0.6,3.16,1.91,0.14,1.52,0.07,"images/2110,314/1728786102_1728785546_6.jpg;images/2110,314/1728800524_1728799959_6.jpg;images/2110,314/1728807680_1728807152_6.jpg;images/2110,314/1728865250_1728864745_6.jpg",../data.csv,Healthy,Healthy,3,No,No,A,18.734,62.9721,2.3362,514.3965,32.7015,17.7673,train
R324,2024,20241013,2024,99.0,13.0,31.0,42.0,0.37,2.18,2.05,0.18,1.3,0.06,"images/2110,314/1728786102_1728785546_6.jpg;images/2110,314/1728800524_1728799959_6.jpg;images/2110,314/1728807680_1728807152_6.jpg;images/2110,314/1728865250_1728864745_6.jpg",../data.csv,Healthy,Healthy,3,No,No,A,18.734,62.9721,2.3362,514.3965,32.7015,17.7673,train
R325,2024,20241013,2024,118.0,10.0,31.0,41.0,0.39,2.96,2.51,0.17,1.28,0.07,"images/2110,314/1728786102_1728785546_6.jpg;images/2110,314/1728800524_1728799959_6.jpg;images/2110,314/1728807680_1728807152_6.jpg;images/2110,314/1728865250_1728864745_6.jpg",../data.csv,Healthy,Healthy,3,No,No,A,18.734,62.9721,2.3362,514.3965,32.7015,17.7673,train
R326,2024,20241013,2024,117.0,10.0,30.0,43.0,0.38,1.62,1.62,0.1,1.67,0.06,"images/2110,314/1728786102_1728785546_6.jpg;images/2110,314/1728800524_1728799959_6.jpg;images/2110,314/1728807680_1728807152_6.jpg;images/2110,314/1728865250_1728864745_6.jpg",../data.csv,Healthy,Healthy,3,No,No,A,18.734,62.9721,2.3362,514.3965,32.7015,17.7673,train
CK14,2024,20241013,2024,110.0,15.0,37.0,36.0,0.49,2.17,1.5,0.1,1.67,0.07,"images/14,414/1728800217_1728799864_4.jpg;images/14,414/1728807400_1728807064_4.jpg;images/14,414/1728864977_1728864664_4.jpg;images/14,414/1728872181_1728871864_4.jpg",../data.csv,Healthy,Healthy,CK,No,No,A,18.734,62.9721,2.3362,514.3965,32.7015,17.7673,train
CK15,2024,20241013,2024,113.0,15.0,23.0,36.0,0.34,2.29,2.7,0.2,1.56,0.07,"images/14,414/1728800217_1728799864_4.jpg;images/14,414/1728807400_1728807064_4.jpg;images/14,414/1728864977_1728864664_4.jpg;images/14,414/1728872181_1728871864_4.jpg",../data.csv,Healthy,Healthy,CK,No,No,A,18.734,62.9721,2.3362,514.3965,32.7015,17.7673,train
CK16,2024,20241013,2024,112.0,16.0,22.0,53.0,0.54,2.41,1.22,0.16,1.66,0.07,"images/14,414/1728800217_1728799864_4.jpg;images/14,414/1728807400_1728807064_4.jpg;images/14,414/1728864977_1728864664_4.jpg;images/14,414/1728872181_1728871864_4.jpg",../data.csv,Healthy,Healthy,CK,No,No,A,18.734,62.9721,2.3362,514.3965,32.7015,17.7673,train
CK24,2024,20241013,2024,99.0,11.0,43.0,30.0,0.43,2.6,2.12,0.17,1.13,0.07,"images/14,414/1728800217_1728799864_4.jpg;images/14,414/1728807400_1728807064_4.jpg;images/14,414/1728864977_1728864664_4.jpg;images/14,414/1728872181_1728871864_4.jpg",../data.csv,Healthy,Healthy,CK,No,No,A,18.734,62.9721,2.3362,514.3965,32.7015,17.7673,val
CK25,2024,20241013,2024,131.0,13.0,43.0,45.0,0.38,2.05,1.86,0.15,1.7,0.07,"images/14,414/1728800217_1728799864_4.jpg;images/14,414/1728807400_1728807064_4.jpg;images/14,414/1728864977_1728864664_4.jpg;images/14,414/1728872181_1728871864_4.jpg",../data.csv,Healthy,Healthy,CK,No,No,A,18.734,62.9721,2.3362,514.3965,32.7015,17.7673,train
CK26,2024,20241013,2024,97.0,14.0,30.0,39.0,0.42,2.25,2.53,0.14,1.33,0.07,"images/14,414/1728800217_1728799864_4.jpg;images/14,414/1728807400_1728807064_4.jpg;images/14,414/1728864977_1728864664_4.jpg;images/14,414/1728872181_1728871864_4.jpg",../data.csv,Healthy,Healthy,CK,No,No,A,18.734,62.9721,2.3362,514.3965,32.7015,17.7673,train
R414,2024,20241013,2024,115.0,13.0,44.0,40.0,0.39,2.51,1.85,0.13,1.06,0.07,"images/14,414/1728800217_1728799864_4.jpg;images/14,414/1728807400_1728807064_4.jpg;images/14,414/1728864977_1728864664_4.jpg;images/14,414/1728872181_1728871864_4.jpg",../data.csv,Healthy,Healthy,4,No,No,A,18.734,62.9721,2.3362,514.3965,32.7015,17.7673,train
R415,2024,20241013,2024,124.0,15.0,24.0,35.0,0.51,2.12,1.16,0.16,1.15,0.07,"images/14,414/1728800217_1728799864_4.jpg;images/14,414/1728807400_1728807064_4.jpg;images/14,414/1728864977_1728864664_4.jpg;images/14,414/1728872181_1728871864_4.jpg",../data.csv,Healthy,Healthy,4,No,No,A,18.734,62.9721,2.3362,514.3965,32.7015,17.7673,train
R416,2024,20241013,2024,126.0,11.0,19.0,32.0,0.54,1.9,2.24,0.21,1.41,0.07,"images/14,414/1728800217_1728799864_4.jpg;images/14,414/1728807400_1728807064_4.jpg;images/14,414/1728864977_1728864664_4.jpg;images/14,414/1728872181_1728871864_4.jpg",../data.csv,Healthy,Healthy,4,No,No,A,18.734,62.9721,2.3362,514.3965,32.7015,17.7673,train
R424,2024,20241013,2024,118.0,16.0,36.0,56.0,0.22,2.41,1.95,0.17,1.2,0.07,"images/14,414/1728800217_1728799864_4.jpg;images/14,414/1728807400_1728807064_4.jpg;images/14,414/1728864977_1728864664_4.jpg;images/14,414/1728872181_1728871864_4.jpg",../data.csv,Healthy,Healthy,4,No,No,A,18.734,62.9721,2.3362,514.3965,32.7015,17.7673,train
R425,2024,20241013,2024,93.0,13.0,34.0,45.0,0.32,2.52,2.58,0.18,1.83,0.07,"images/14,414/1728800217_1728799864_4.jpg;images/14,414/1728807400_1728807064_4.jpg;images/14,414/1728864977_1728864664_4.jpg;images/14,414/1728872181_1728871864_4.jpg",../data.csv,Healthy,Healthy,4,No,No,A,18.734,62.9721,2.3362,514.3965,32.7015,17.7673,train
R426,2024,20241013,2024,117.0,13.0,35.0,36.0,0.39,2.44,2.67,0.16,1.31,0.06,"images/14,414/1728800217_1728799864_4.jpg;images/14,414/1728807400_1728807064_4.jpg;images/14,414/1728864977_1728864664_4.jpg;images/14,414/1728872181_1728871864_4.jpg",../data.csv,Healthy,Healthy,4,No,No,A,18.734,62.9721,2.3362,514.3965,32.7015,17.7673,train
R517,2024,20241013,2024,127.0,13.0,38.0,40.0,0.38,2.82,2.24,0.15,2.05,0.07,"images/517,617/1728800385_1728799907_5.jpg;images/517,617/1728807553_1728807106_5.jpg;images/517,617/1728865131_1728864702_5.jpg;images/517,617/1728872330_1728871904_5.jpg",../data.csv,Healthy,Healthy,5,No,No,A,18.734,62.9721,2.3362,514.3965,32.7015,17.7673,train
R518,2024,20241013,2024,122.0,10.0,44.0,43.0,0.42,2.24,2.41,0.17,1.79,0.07,"images/517,617/1728800385_1728799907_5.jpg;images/517,617/1728807553_1728807106_5.jpg;images/517,617/1728865131_1728864702_5.jpg;images/517,617/1728872330_1728871904_5.jpg",../data.csv,Healthy,Healthy,5,No,No,A,18.734,62.9721,2.3362,514.3965,32.7015,17.7673,train
R519,2024,20241013,2024,129.0,10.0,40.0,40.0,0.38,2.98,1.98,0.15,1.56,0.07,"images/517,617/1728800385_1728799907_5.jpg;images/517,617/1728807553_1728807106_5.jpg;images/517,617/1728865131_1728864702_5.jpg;images/517,617/1728872330_1728871904_5.jpg",../data.csv,Healthy,Healthy,5,No,No,A,18.734,62.9721,2.3362,514.3965,32.7015,17.7673,train
R527,2024,20241013,2024,117.0,14.0,38.0,47.0,0.55,1.82,1.71,0.14,1.24,0.07,"images/517,617/1728800385_1728799907_5.jpg;images/517,617/1728807553_1728807106_5.jpg;images/517,617/1728865131_1728864702_5.jpg;images/517,617/1728872330_1728871904_5.jpg",../data.csv,Healthy,Healthy,5,No,No,A,18.734,62.9721,2.3362,514.3965,32.7015,17.7673,train
R528,2024,20241013,2024,126.0,12.0,31.0,53.0,0.44,2.36,1.69,0.12,1.84,0.07,"images/517,617/1728800385_1728799907_5.jpg;images/517,617/1728807553_1728807106_5.jpg;images/517,617/1728865131_1728864702_5.jpg;images/517,617/1728872330_1728871904_5.jpg",../data.csv,Healthy,Healthy,5,No,No,A,18.734,62.9721,2.3362,514.3965,32.7015,17.7673,train
R529,2024,20241013,2024,121.0,11.0,35.0,37.0,0.49,2.38,2.1,0.19,1.25,0.07,"images/517,617/1728800385_1728799907_5.jpg;images/517,617/1728807553_1728807106_5.jpg;images/517,617/1728865131_1728864702_5.jpg;images/517,617/1728872330_1728871904_5.jpg",../data.csv,Healthy,Healthy,5,No,No,A,18.734,62.9721,2.3362,514.3965,32.7015,17.7673,train
R617,2024,20241013,2024,122.0,9.0,38.0,39.0,0.28,1.94,2.08,0.14,1.1,0.07,"images/517,617/1728800385_1728799907_5.jpg;images/517,617/1728807553_1728807106_5.jpg;images/517,617/1728865131_1728864702_5.jpg;images/517,617/1728872330_1728871904_5.jpg",../data.csv,Healthy,Healthy,6,No,No,A,18.734,62.9721,2.3362,514.3965,32.7015,17.7673,val
R618,2024,20241013,2024,124.0,12.0,22.0,39.0,0.53,2.8,2.53,0.17,1.47,0.07,"images/517,617/1728800385_1728799907_5.jpg;images/517,617/1728807553_1728807106_5.jpg;images/517,617/1728865131_1728864702_5.jpg;images/517,617/1728872330_1728871904_5.jpg",../data.csv,Healthy,Healthy,6,No,No,A,18.734,62.9721,2.3362,514.3965,32.7015,17.7673,train
R619,2024,20241013,2024,112.0,13.0,35.0,28.0,0.49,2.83,1.97,0.14,1.13,0.07,"images/517,617/1728800385_1728799907_5.jpg;images/517,617/1728807553_1728807106_5.jpg;images/517,617/1728865131_1728864702_5.jpg;images/517,617/1728872330_1728871904_5.jpg",../data.csv,Healthy,Healthy,6,No,No,A,18.734,62.9721,2.3362,514.3965,32.7015,17.7673,train
R627,2024,20241013,2024,108.0,13.0,31.0,38.0,0.34,2.45,2.32,0.13,1.3,0.06,"images/517,617/1728800385_1728799907_5.jpg;images/517,617/1728807553_1728807106_5.jpg;images/517,617/1728865131_1728864702_5.jpg;images/517,617/1728872330_1728871904_5.jpg",../data.csv,Healthy,Healthy,6,No,No,A,18.734,62.9721,2.3362,514.3965,32.7015,17.7673,train
R628,2024,20241013,2024,156.0,13.0,37.0,41.0,0.38,2.31,2.14,0.19,1.41,0.07,"images/517,617/1728800385_1728799907_5.jpg;images/517,617/1728807553_1728807106_5.jpg;images/517,617/1728865131_1728864702_5.jpg;images/517,617/1728872330_1728871904_5.jpg",../data.csv,Healthy,Healthy,6,No,No,A,18.734,62.9721,2.3362,514.3965,32.7015,17.7673,train
R629,2024,20241013,2024,114.0,11.0,41.0,41.0,0.45,1.49,2.56,0.14,1.45,0.06,"images/517,617/1728800385_1728799907_5.jpg;images/517,617/1728807553_1728807106_5.jpg;images/517,617/1728865131_1728864702_5.jpg;images/517,617/1728872330_1728871904_5.jpg",../data.csv,Healthy,Healthy,6,No,No,A,18.734,62.9721,2.3362,514.3965,32.7015,17.7673,val
L111,2024,20241014,2024,130.0,13.0,34.0,54.0,0.36,2.48,2.32,0.15,2.03,0.07,"images/111,211/1728886548_1728886264_4.jpg;images/111,211/1728900915_1728893464_4.jpg;images/111,211/1728951346_1728951064_4.jpg;images/111,211/1728958547_1728958264_4.jpg",../data.csv,Healthy,Healthy,1,No,No,A,18.3524,72.8462,1.1168,447.5428,31.9643,18.4914,train
L112,2024,20241014,2024,72.0,8.0,16.0,32.0,0.27,2.38,2.75,0.16,1.54,0.07,"images/111,211/1728886548_1728886264_4.jpg;images/111,211/1728900915_1728893464_4.jpg;images/111,211/1728951346_1728951064_4.jpg;images/111,211/1728958547_1728958264_4.jpg",../data.csv,Healthy,Healthy,1,No,No,A,18.3524,72.8462,1.1168,447.5428,31.9643,18.4914,train
L113,2024,20241014,2024,139.0,11.0,40.0,49.0,0.43,2.08,1.89,0.13,1.39,0.07,"images/111,211/1728886548_1728886264_4.jpg;images/111,211/1728900915_1728893464_4.jpg;images/111,211/1728951346_1728951064_4.jpg;images/111,211/1728958547_1728958264_4.jpg",../data.csv,Healthy,Healthy,1,No,No,A,18.3524,72.8462,1.1168,447.5428,31.9643,18.4914,train
L121,2024,20241014,2024,107.0,12.0,29.0,39.0,0.54,3.41,2.18,0.18,1.77,0.07,"images/111,211/1728886548_1728886264_4.jpg;images/111,211/1728900915_1728893464_4.jpg;images/111,211/1728951346_1728951064_4.jpg;images/111,211/1728958547_1728958264_4.jpg",../data.csv,Healthy,Healthy,1,No,No,A,18.3524,72.8462,1.1168,447.5428,31.9643,18.4914,val
L122,2024,20241014,2024,139.0,12.0,41.0,39.0,0.37,2.71,1.97,0.14,2.33,0.07,"images/111,211/1728886548_1728886264_4.jpg;images/111,211/1728900915_1728893464_4.jpg;images/111,211/1728951346_1728951064_4.jpg;images/111,211/1728958547_1728958264_4.jpg",../data.csv,Healthy,Healthy,1,No,No,A,18.3524,72.8462,1.1168,447.5428,31.9643,18.4914,train
L123,2024,20241014,2024,121.0,10.0,38.0,31.0,0.43,2.27,2.1,0.2,0.97,0.07,"images/111,211/1728886548_1728886264_4.jpg;images/111,211/1728900915_1728893464_4.jpg;images/111,211/1728951346_1728951064_4.jpg;images/111,211/1728958547_1728958264_4.jpg",../data.csv,Healthy,Healthy,1,No,No,A,18.3524,72.8462,1.1168,447.5428,31.9643,18.4914,train
L214,2024,20241014,2024,133.0,12.0,34.0,43.0,0.39,2.03,2.51,0.14,0.82,0.06,"images/214,311/1728865033_1728864704_5.jpg;images/214,311/1728872258_1728871907_5.jpg;images/214,311/1728886648_1728886306_5.jpg;images/214,311/1728901017_1728893507_5.jpg",../data.csv,Healthy,Healthy,2,No,No,A,18.3524,72.8462,1.1168,447.5428,31.9643,18.4914,train
L215,2024,20241014,2024,126.0,13.0,25.0,38.0,0.5,2.34,1.93,0.18,1.54,0.07,"images/214,311/1728865033_1728864704_5.jpg;images/214,311/1728872258_1728871907_5.jpg;images/214,311/1728886648_1728886306_5.jpg;images/214,311/1728901017_1728893507_5.jpg",../data.csv,Healthy,Healthy,2,No,No,A,18.3524,72.8462,1.1168,447.5428,31.9643,18.4914,train
L216,2024,20241014,2024,124.0,12.0,34.0,41.0,0.34,2.26,1.84,0.12,1.43,0.07,"images/214,311/1728865033_1728864704_5.jpg;images/214,311/1728872258_1728871907_5.jpg;images/214,311/1728886648_1728886306_5.jpg;images/214,311/1728901017_1728893507_5.jpg",../data.csv,Healthy,Healthy,2,No,No,A,18.3524,72.8462,1.1168,447.5428,31.9643,18.4914,train
L224,2024,20241014,2024,151.0,13.0,28.0,36.0,0.39,2.1,2.05,0.17,2.15,0.07,"images/214,311/1728865033_1728864704_5.jpg;images/214,311/1728872258_1728871907_5.jpg;images/214,311/1728886648_1728886306_5.jpg;images/214,311/1728901017_1728893507_5.jpg",../data.csv,Healthy,Healthy,2,No,No,A,18.3524,72.8462,1.1168,447.5428,31.9643,18.4914,train
L225,2024,20241014,2024,87.0,9.0,23.0,33.0,0.43,2.3,2.73,0.18,1.26,0.07,"images/214,311/1728865033_1728864704_5.jpg;images/214,311/1728872258_1728871907_5.jpg;images/214,311/1728886648_1728886306_5.jpg;images/214,311/1728901017_1728893507_5.jpg",../data.csv,Healthy,Healthy,2,No,No,A,18.3524,72.8462,1.1168,447.5428,31.9643,18.4914,train
L226,2024,20241014,2024,119.0,13.0,30.0,38.0,0.49,2.24,1.84,0.17,1.59,0.06,"images/214,311/1728865033_1728864704_5.jpg;images/214,311/1728872258_1728871907_5.jpg;images/214,311/1728886648_1728886306_5.jpg;images/214,311/1728901017_1728893507_5.jpg",../data.csv,Healthy,Healthy,2,No,No,A,18.3524,72.8462,1.1168,447.5428,31.9643,18.4914,train
L211,2024,20241014,2024,152.0,13.0,34.0,52.0,0.38,2.09,2.45,0.07,1.02,0.06,"images/111,211/1728886548_1728886264_4.jpg;images/111,211/1728900915_1728893464_4.jpg;images/111,211/1728951346_1728951064_4.jpg;images/111,211/1728958547_1728958264_4.jpg",../data.csv,Healthy,Healthy,1,No,No,A,18.3524,72.8462,1.1168,447.5428,31.9643,18.4914,train
L212,2024,20241014,2024,111.0,10.0,38.0,37.0,0.28,2.9,2.04,0.12,1.7,0.07,"images/111,211/1728886548_1728886264_4.jpg;images/111,211/1728900915_1728893464_4.jpg;images/111,211/1728951346_1728951064_4.jpg;images/111,211/1728958547_1728958264_4.jpg",../data.csv,Healthy,Healthy,1,No,No,A,18.3524,72.8462,1.1168,447.5428,31.9643,18.4914,train
L213,2024,20241014,2024,113.0,14.0,41.0,61.0,0.44,2.59,2.93,0.13,1.33,0.08,"images/111,211/1728886548_1728886264_4.jpg;images/111,211/1728900915_1728893464_4.jpg;images/111,211/1728951346_1728951064_4.jpg;images/111,211/1728958547_1728958264_4.jpg",../data.csv,Healthy,Healthy,1,No,No,A,18.3524,72.8462,1.1168,447.5428,31.9643,18.4914,train
L221,2024,20241014,2024,102.0,14.0,24.0,27.0,0.39,2.11,2.3,0.11,1.65,0.07,"images/111,211/1728886548_1728886264_4.jpg;images/111,211/1728900915_1728893464_4.jpg;images/111,211/1728951346_1728951064_4.jpg;images/111,211/1728958547_1728958264_4.jpg",../data.csv,Healthy,Healthy,1,No,No,A,18.3524,72.8462,1.1168,447.5428,31.9643,18.4914,train
L222,2024,20241014,2024,110.0,12.0,39.0,45.0,0.48,2.27,2.52,0.11,1.58,0.07,"images/111,211/1728886548_1728886264_4.jpg;images/111,211/1728900915_1728893464_4.jpg;images/111,211/1728951346_1728951064_4.jpg;images/111,211/1728958547_1728958264_4.jpg",../data.csv,Healthy,Healthy,1,No,No,A,18.3524,72.8462,1.1168,447.5428,31.9643,18.4914,train
L223,2024,20241014,2024,126.0,12.0,31.0,40.0,0.42,2.44,2.26,0.15,1.57,0.07,"images/111,211/1728886548_1728886264_4.jpg;images/111,211/1728900915_1728893464_4.jpg;images/111,211/1728951346_1728951064_4.jpg;images/111,211/1728958547_1728958264_4.jpg",../data.csv,Healthy,Healthy,1,No,No,A,18.3524,72.8462,1.1168,447.5428,31.9643,18.4914,val
L311,2024,20241014,2024,99.0,9.0,22.0,38.0,0.43,2.81,1.94,0.14,1.42,0.07,"images/214,311/1728865033_1728864704_5.jpg;images/214,311/1728872258_1728871907_5.jpg;images/214,311/1728886648_1728886306_5.jpg;images/214,311/1728901017_1728893507_5.jpg",../data.csv,Healthy,Healthy,2,No,No,A,18.3524,72.8462,1.1168,447.5428,31.9643,18.4914,val
L312,2024,20241014,2024,97.0,14.0,29.0,36.0,0.45,2.85,1.92,0.19,1.34,0.07,"images/214,311/1728865033_1728864704_5.jpg;images/214,311/1728872258_1728871907_5.jpg;images/214,311/1728886648_1728886306_5.jpg;images/214,311/1728901017_1728893507_5.jpg",../data.csv,Healthy,Healthy,2,No,No,A,18.3524,72.8462,1.1168,447.5428,31.9643,18.4914,train
L313,2024,20241014,2024,116.0,12.0,28.0,38.0,0.45,2.29,2.77,0.12,1.34,0.07,"images/214,311/1728865033_1728864704_5.jpg;images/214,311/1728872258_1728871907_5.jpg;images/214,311/1728886648_1728886306_5.jpg;images/214,311/1728901017_1728893507_5.jpg",../data.csv,Healthy,Healthy,2,No,No,A,18.3524,72.8462,1.1168,447.5428,31.9643,18.4914,val
L321,2024,20241014,2024,146.0,12.0,38.0,51.0,0.54,2.6,2.07,0.08,1.24,0.07,"images/214,311/1728865033_1728864704_5.jpg;images/214,311/1728872258_1728871907_5.jpg;images/214,311/1728886648_1728886306_5.jpg;images/214,311/1728901017_1728893507_5.jpg",../data.csv,Healthy,Healthy,2,No,No,A,18.3524,72.8462,1.1168,447.5428,31.9643,18.4914,train
L322,2024,20241014,2024,114.0,10.0,40.0,46.0,0.38,2.16,2.24,0.1,2.3,0.07,"images/214,311/1728865033_1728864704_5.jpg;images/214,311/1728872258_1728871907_5.jpg;images/214,311/1728886648_1728886306_5.jpg;images/214,311/1728901017_1728893507_5.jpg",../data.csv,Healthy,Healthy,2,No,No,A,18.3524,72.8462,1.1168,447.5428,31.9643,18.4914,train
L323,2024,20241014,2024,109.0,9.0,31.0,38.0,0.43,1.69,2.67,0.11,1.37,0.07,"images/214,311/1728865033_1728864704_5.jpg;images/214,311/1728872258_1728871907_5.jpg;images/214,311/1728886648_1728886306_5.jpg;images/214,311/1728901017_1728893507_5.jpg",../data.csv,Healthy,Healthy,2,No,No,A,18.3524,72.8462,1.1168,447.5428,31.9643,18.4914,train
CK11,2024,20241014,2024,134.0,14.0,21.0,32.0,0.38,2.49,2.76,0.16,1.75,0.07,"images/11,411/1728872427_1728871949_6.jpg;images/11,411/1728886826_1728886339_6.jpg;images/11,411/1728901138_1728893532_6.jpg;images/11,411/1728951610_1728951144_6.jpg",../data.csv,Healthy,Healthy,CK,No,No,A,18.3524,72.8462,1.1168,447.5428,31.9643,18.4914,train
CK12,2024,20241014,2024,65.0,6.0,6.0,10.0,0.44,1.56,1.29,0.12,1.08,0.07,"images/11,411/1728872427_1728871949_6.jpg;images/11,411/1728886826_1728886339_6.jpg;images/11,411/1728901138_1728893532_6.jpg;images/11,411/1728951610_1728951144_6.jpg",../data.csv,Healthy,Healthy,CK,No,No,A,18.3524,72.8462,1.1168,447.5428,31.9643,18.4914,val
CK13,2024,20241014,2024,102.0,13.0,35.0,47.0,0.47,2.52,1.83,0.14,1.73,0.07,"images/11,411/1728872427_1728871949_6.jpg;images/11,411/1728886826_1728886339_6.jpg;images/11,411/1728901138_1728893532_6.jpg;images/11,411/1728951610_1728951144_6.jpg",../data.csv,Healthy,Healthy,CK,No,No,A,18.3524,72.8462,1.1168,447.5428,31.9643,18.4914,train
CK21,2024,20241014,2024,90.0,11.0,21.0,38.0,0.37,1.59,1.8,0.15,1.33,0.06,"images/11,411/1728872427_1728871949_6.jpg;images/11,411/1728886826_1728886339_6.jpg;images/11,411/1728901138_1728893532_6.jpg;images/11,411/1728951610_1728951144_6.jpg",../data.csv,Healthy,Healthy,CK,No,No,A,18.3524,72.8462,1.1168,447.5428,31.9643,18.4914,train
CK22,2024,20241014,2024,139.0,14.0,30.0,48.0,0.4,1.53,2.9,0.17,1.5,0.07,"images/11,411/1728872427_1728871949_6.jpg;images/11,411/1728886826_1728886339_6.jpg;images/11,411/1728901138_1728893532_6.jpg;images/11,411/1728951610_1728951144_6.jpg",../data.csv,Healthy,Healthy,CK,No,No,A,18.3524,72.8462,1.1168,447.5428,31.9643,18.4914,train
CK23,2024,20241014,2024,118.0,11.0,37.0,42.0,0.48,2.66,1.53,0.14,1.58,0.07,"images/11,411/1728872427_1728871949_6.jpg;images/11,411/1728886826_1728886339_6.jpg;images/11,411/1728901138_1728893532_6.jpg;images/11,411/1728951610_1728951144_6.jpg",../data.csv,Healthy,Healthy,CK,No,No,A,18.3524,72.8462,1.1168,447.5428,31.9643,18.4914,train
L411,2024,20241014,2024,126.0,12.0,31.0,40.0,0.42,2.44,2.26,0.15,1.57,0.07,"images/11,411/1728872427_1728871949_6.jpg;images/11,411/1728886826_1728886339_6.jpg;images/11,411/1728901138_1728893532_6.jpg;images/11,411/1728951610_1728951144_6.jpg",../data.csv,Healthy,Healthy,4,No,No,A,18.3524,72.8462,1.1168,447.5428,31.9643,18.4914,train
L412,2024,20241014,2024,107.0,13.0,26.0,40.0,0.52,2.45,2.07,0.11,1.41,0.07,"images/11,411/1728872427_1728871949_6.jpg;images/11,411/1728886826_1728886339_6.jpg;images/11,411/1728901138_1728893532_6.jpg;images/11,411/1728951610_1728951144_6.jpg",../data.csv,Healthy,Healthy,4,No,No,A,18.3524,72.8462,1.1168,447.5428,31.9643,18.4914,train
